Locality,Locality_type,Sternberg_Map_No,Latitude,Longitude,UTM_East,UTM_North,Elevation_MASL,Locality_no,Formation,Elevation_TMP_DEM,Reference_Oldman_contact,Contact_elev_TMP_DEM,Height_Oldman_DPF,Height_PT,Height_LCZ,Strat_unit,Within_DPP,Within_DPP_vicinity,Within_map,Within_bonebed,Identification,Discovered_by,Date_discovered,Staked,Date_staked,Last_date_checked,References
IE079,,,50.8158106572513,-111.576434868387,459392,5629501,,,,675.023132324219,Contact 017,648.4369,26.5862323242189,,,,,Y,,,Ornithomimid tibia,A. Lindoe,2014-06-11,,,,
IE080,,,50.7659716390803,-111.413528850421,470837,5623852,,,,709.106201171875,Contact 074,656.457275390625,52.64892578125,,,,,Y,,,Ornithomimid femur,A. Lindoe,2014-06-14,,,,
IE081,,,50.7530148502593,-111.467199919882,467043.1,5622463.85,,,,670.670776367188,Contact 222,665.3928,5.27797636718799,,,,,Y,,,Centrosaurus right P2 epiparietal in situ,,2016,,,,
IE082,,,50.7528992330914,-111.467214362684,467042,5622451,,,,672.648559570312,Contact 222,665.3928,7.25575957031208,,,,,Y,,,Ornithomimid dorsal vertebra,,2016,,,,
IE083,,,50.7457487794521,-111.444479046269,468641,5621646,705,,,695.275756835938,Contact 158,660.995666503906,34.2800903320319,,,,,Y,,,Elasmosaur cervical,G. Funston,2016-06-14,,,,
IE084,,,50.7423078120913,-111.511668638527,463898,5621294,,,,668.955688476562,Contact 155,662.1328,6.82288847656207,,,,,Y,,,Azhdarchid cervical in situ 150 m from BB050,J. Jenkins; A. van der Reest,2016-07-22,,,,
IE085,,,50.817972533293,-111.59893353404,457809,5629754,,,,665.033447265625,Contact 017,648.4369,16.596547265625,,,,,Y,,,Ornithomimid metatarsal in situ,,2017,,,,
IE086,,,50.8185077074614,-111.59275091079,458245,5629810,,,,669.373718261719,Contact 017,648.4369,20.9368182617189,,,,,Y,,,Ornithomimid complete vertebra,,2017,,,,
IE087,,,50.7518186461621,-111.463064275657,467334,5622329,,,DPF,669.460388183594,Contact 222,665.3928,4.06758818359401,,,DPF1,Y,Y,Y,,Chasmosaurus postorbital horncore,,2017,,,,
IE088,,,50.7424222116913,-111.50643382348,464267.44,5621304.18,,,DPF,677.471557617188,Contact 225,671.8,5.671557617188,,,DPF1,Y,Y,Y,,Centrosaurus parietal,,2017,,,,
IE089,,,50.7505919660666,-111.466684624321,467077.75,5622194.2,,,,679.170043945312,Contact 222,665.3928,13.7772439453121,,,,,Y,,,Daspletosaurus maxilla,,2017,,,,
IE090,,,50.8188113164322,-111.600207718484,457720,5629848,,,,668.277099609375,Contact 017,648.4369,19.840199609375,,,,,Y,,,Ornithomimid metatarsal III in situ,,2017,,,,
IE091,,,50.7431971568447,-111.513931870456,463739,5621394,,,,664.735900878906,Contact 238,660.914184570312,3.82171630859398,,,,,Y,,,Azhdarchidae indet phalanx extremity in situ,,2018,,,,
IE092,,,50.7438170795789,-111.514066217146,463730,5621463,,,,664.372741699219,Contact 182,667.899047851562,-3.52630615234307,,,,,Y,,,Dromaeosaurid sacrum in situ,,2018,,,,
IE093,,,50.7424982359212,-111.513357300041,463779,5621316,,,,667.237121582031,Contact 238,660.914184570312,6.32293701171898,,,,,Y,,,Acipenseridae skull bone,,2018,,,,
IE094,,,50.7272535443604,-111.560569830972,460435,5619645,,,,696.608032226562,Contact 190,668.9937,27.6143322265621,,,,,Y,,,Ornithomimid humerus in situ,,2018,,,,
IE095,,,50.7303652619982,-111.55592410439,460765,5619923,,,,698.548034667969,Contact 190,668.9937,29.554334667969,,,,,Y,,,Ornithomimid metatarsal,,2018,,,,
IE096,,,50.743396615999,-111.513565548962,463765,5621416,,,,668.023803710938,Contact 238,660.914184570312,7.10961914062591,,,,,Y,,,Ornithomimid metatarsal in situ,,2018,,,,
IE097,,,50.7660494958241,-111.374253149991,473607,5623876,683,Iddesleigh,DPF,701.93505859375,Contact 103,658.635681152344,43.299377441406,,,DPF4,Y,Y,Y,,Caenagnathus partial ilium,M. Powers; G. Funston,2018-05-27,,,,
IE098,,,50.816463237619,-111.596884285167,457952,5629585,,,,664.760925292969,Contact 017,648.4369,16.3240252929689,,,,,Y,,,Azhdarchid femur,M. Rhodes,2018-06-06,,,,
IE099,,,50.7651035301281,-111.371976840296,473767,5623770,,,DPF,700.515625,Contact 103,658.635681152344,41.879943847656,,,,Y,Y,Y,,Panoplosaurus shoulder spike,M. Powers; M. Rhodes,2018-06-20,N,,,
IE100,,,50.7498441780256,-111.511609035605,463908,5622132,,,,667.9873046875,Contact 140,661.007446289062,6.97985839843796,,,,,Y,,,Ornithomimid fibula,,2019,,,,
IE101,,,50.7820042955588,-111.376607519824,473450,5625651,710,,Bearpaw,715.684936523438,Contact 106,658.793518066406,56.8914184570319,,,,,Y,,,Plesiosaur caudal,M. Burns,2019-05-29,,,,
IE102,,,50.7742342171181,-111.395691540465,472100,5624794,684,,,730.891235351562,Contact 157,661.868896484375,69.0223388671871,,,,,Y,,,Ornithomimid left MTIV,M. Powers,2019-07-07,,,,
IE103,,,50.7416442204602,-111.498778392711,464807,5621214,691,,,688.617736816406,Contact 199,671.248474121094,17.369262695312,,,,,Y,,,Ornithomimid left MTII,P. J. Currie,2021-06-07,,,,
IE104,,,50.7428699959484,-111.508556682232,464118,5621355,684,,,680.126770019531,Contact 225,671.8,8.32677001953107,,,,,Y,,,Ornithomimid right MTIV,R. Sissons,2021-07-05,,,,
IE105,,,50.7452180999899,-111.508341163685,464135,5621616,685.25,,DPF,685.764465332031,Contact 177,666.0112,19.753265332031,,,,,Y,,,Ornithomimid metatarsal III in situ,T. Wyenberg-Henzler,2021,N,,,
IE106,,,,,,,,,DPF,,,,14,,,,,Y,,,Femur cf Caenagnathus near BB097; 14m above Oldman,,1986,,,,Funston 2020
IE107,,,,,,,,,DPF,,,,23,,,,,Y,,,Pathological partial ilium cf Citipes; est 23m height above Oldman,,1992,,,,Funston 2020
IE108,,,,,,,,,DPF,,,,47,,,,,Y,,,Left tibia cf Citipes in unnamed bonebed ~300m E of BB042; 47m above Oldman,,1994,,,,Funston 2020
IE109,,,,,,,,,DPF,,,,52.578,,,,,Y,,,Caenagnathus metatarsal in bonebed 200m E of Q114; est. height 52.578m above Oldman,W. Sloboda,1993,,,,Funston 2020
IE110,,,,,,,,,DPF,,,,5,,,,,Y,,,Stegoceras frontoparietal in situ 5 m above OF-DPF contact; verify at TMP,,2017,,,,Dyer et al. 2023
IE111,,,,,,,,,DPF,,,,31,,,,,Y,,,Stenonychosaurus frontal est 31m above Oldman,D. Tanke,1993,,,,Cullen et al. 2021
IE112,,,,,,,,,DPF,,,,12.2,,,,,Y,,,Stenonychosaurus frontal est 12.2m above Oldman contact,J. Caldwell,1968,,,,Currie 1985; van der Reest & Currie 2017
V001,Q,,50.7536002586421,-111.396935176786,472000,5622500,,,DPF,667.390014648438,Contact 074,656.457275390625,10.932739257813,,,,,Y,,,Plesiobaena carapace and plastron,,1986,N,,,
V002,Q,,50.7416010916848,-111.479035345543,466200,5621200,,,DPF,731.338012695312,Contact 223,663.111,68.2270126953121,,,,,Y,,,Adocus incomplete carapace,,1986,N,,,
V003,Q,,50.7807248261,-111.4735341934,466616,5625548,658.5,,,658.008422851562,Contact 116,659.519714355469,-1.51129150390693,,,,,Y,,,Judithemys complete skull and partial postcranial skeleton,,1987,N,,,
V004,Q,,50.7494094733897,-111.566731232965,460019,5622112,,,,664.797485351562,Contact 112,659.309265136719,5.48822021484307,,,,,Y,,,Plesiobaena carapace and plastron,,1987,N,,,
V005,Q,,50.7657947136767,-111.380731368092,473150,5623850,,,,641.985717773438,Contact 033,655.827026367188,-13.84130859375,,,,,Y,,,Sturgeon partial skull and fin spine in situ,,1987,N,,,
V006,Q,,50.7409886304641,-111.517153207679,463510,5621150,,,,682.622924804688,Contact 238,660.914184570312,21.7087402343759,,,,,Y,,,Plesiobaena carapace and plastron,,1988,N,,,
V007,Q,,50.8288427044953,-111.594088714683,458160,5630960,,,,678.694152832031,Contact 017,648.4369,30.257252832031,,,,,Y,,,Plesiobaena incomplete plastron,,1989,N,,,
V008,Q,,50.8099325124666,-111.616274448241,456580,5628870,,,,NA,Contact 021,649.226989746094,NA,,,,,Y,,,Boremys carapace in situ,,1990,N,,,
V009,Q,,50.7482382277643,-111.50454669375,464405,5621950,,,,666.937561035156,Contact 169,664.216674804688,2.72088623046807,,,,,Y,,,Apalone carapace,,1990,N,,,
V010,Q,,50.7589899651635,-111.492823691525,465240,5623140,,,,661.84130859375,Contact 111,659.3497,2.49160859375002,,,,,Y,,,Boremys and Plesiobaena incomplete skeletons,,1990,N,,,
V011,Q,,50.7265297141766,-111.561482126366,460370,5619565,,,,704.269958496094,Contact 190,668.9937,35.276258496094,,,,,Y,,,Boremys carapace - incomplete,,1990,N,,,
V012,Q,,50.8142318647363,-111.584676764843,458810,5629330,,,,692.211364746094,Contact 017,648.4369,43.7744647460939,,,,,Y,,,Plesiobaena carapace and plastron,,1990,N,,,
V013,Q,,50.8157470126545,-111.587392768232,458620,5629500,,,,673.952880859375,Contact 017,648.4369,25.515980859375,,,,,Y,,,Boremys carapae and plastron,,1990,N,,,
V014,Q,,50.8148534923871,-111.586245966939,458700,5629400,,,,686.817016601562,Contact 017,648.4369,38.380116601562,,,,,Y,,,Boremys carapae and plastron,,1990,N,,,
V015,Q,,50.7576585028355,-111.509681013182,464050,5623000,,,,665.847412109375,Contact 150,661.480590820312,4.36682128906296,,,,,Y,,,Boremys carapae and plastron,,1992,N,,,
V016,Q,,50.8082336618722,-111.323595312884,477200,5628550,,,,NA,NA,NA,NA,,,,,Y,,,Plesiobaena carapace and Neurankylus plastron,,1992,N,,,
V017,Q,,50.7321215468356,-111.508978745816,464080,5620160,,,,726.789978027344,Contact 202,671.2587,55.531278027344,,,,,Y,,,Baenid carapace - incomplete,,1992,N,,,
V018,Q,,50.8219939796133,-111.323122532972,477240,5630080,,,,NA,NA,NA,NA,,,,,Y,,,Boremys carapace and plastron,,1992,N,,,
V019,Q,,50.7441616428475,-111.511377025796,463920,5621500,,,,682.392822265625,Contact 182,667.899047851562,14.493774414063,,,,,Y,,,Plesiobaena carapaces,,1992,N,,,
V020,Q,,50.7384065663726,-111.490340153266,465400,5620850,,,DPF,712.863647460938,Contact 201,670.5576,42.306047460938,,,,,Y,,BB075,Stenonychosaurus skeleton - incomplete,S. Currie,1992,N,,,
V021,Q,,50.7478665681597,-111.486186582584,465700,5621900,,,,689.6298828125,Contact 223,663.111,26.5188828125,,,,,Y,,,Neurankylus carapace and plastron,,1994,N,,,
V022,Q,,50.7495868021442,-111.50463206526,464400,5622100,,,,675.799011230469,Contact 083,657.2258,18.5732112304689,,,,,Y,,,Axestemys foveatus incomplete carapace,,1994,N,,,
V023,Q,,50.7626356562239,-111.384250488396,472900,5623500,,,,697.4775390625,Contact 157,661.868896484375,35.608642578125,,,,,Y,,,Plesiobaena carapace,,1994,N,,,
V024,Q,,50.83014397458,-111.585727494032,458750,5631100,,,,678.700500488281,Contact 017,648.4369,30.263600488281,,,,,Y,,,Axestemys splendida carapace,,1994,N,,,
V025,Q,,50.759061726372,-111.377132247945,473400,5623100,,Turtle Ridge,,730.513793945312,Contact 157,661.868896484375,68.6448974609371,,,,,Y,,,Axestemys sp posterior skull and incomplete carapace,,1994,N,,,
V026,Q,,50.7672519628296,-111.375056846941,473551,5624010,716.3,L0421,DPF,716.277404785156,Contact 103,658.635681152344,57.641723632812,,,LCZ,Y,Y,Y,BB115,Sturgeon on display at DPP TMP field station; equivalent to ‘Sturgeon’ row in P. Currie’s Quarries dataset,,1996,N,,,
V027,Q,,50.7421850767738,-111.548559378212,461295,5621299,,,,653.496398925781,Contact 139,660.815246582031,-7.31884765625,,,,,Y,,,Plesiobaena plastron,,1997,N,,,
V028,Q,,50.7415835491222,-111.483286977861,465900,5621200,,,,711.090637207031,Contact 223,663.111,47.979637207031,,,,,Y,,,Axestemys foveatus carapace,,1997,N,,,
V029,Q,,50.7387209320383,-111.521521507652,463200,5620900,,,,672.359985351562,Contact 194,669.628479003906,2.73150634765602,,,,,Y,,,Plesiobaena carapace and plastron,,1997,N,,,
V030,Q,,50.815727655627,-111.591225224967,458350,5629500,,,,673.70361328125,Contact 017,648.4369,25.26671328125,,,,,Y,,,Plesiobaena carapace and plastron,,1998,N,,,
V031,Q,,50.8157384250713,-111.589096082858,458500,5629500,,,,691.093627929688,Contact 017,648.4369,42.6567279296879,,,,,Y,,,Plesiobaena carapace and plastron in situ,,1998,N,,,
V032,Q,,50.7357002474829,-111.513197959096,463785,5620560,,,,690.542236328125,Contact 202,671.2587,19.283536328125,,,,,Y,,,Boremys carapace - incomplete,,1998,N,,,
V033,Q,,50.7554227015079,-111.389862165836,472500,5622700,,,,702.387512207031,Contact 162,662.910339355469,39.477172851562,,,,,Y,,,Leidyosuchus partial skull,,1998,N,,,
V034,Q,,50.8166555192929,-111.585558754479,458750,5629600,,,,665.080383300781,Contact 017,648.4369,16.643483300781,,,,,Y,,,Plesiobaena carapace,,1998,N,,,
V035,Q,,50.8148959731056,-111.577729542154,459300,5629400,,,,678.127807617188,Contact 017,648.4369,29.6909076171879,,,,,Y,,,Boremys carapace - incomplete,,1998,N,,,
V036,Q,,50.8209023531838,-111.581523204156,459038,5630070,,,,664.773620605469,Contact 017,648.4369,16.3367206054689,,,,,Y,,,Stenonychosaurus skull roof,D. Tanke,1998,N,,,
V037,Q,,50.829109644186,-111.628951270319,455705,5631010,,,,NA,Contact 021,649.226989746094,NA,,,,,Y,,,Leidyosuchus posterior skull,,1998,N,,,
V038,Q,,50.7414750387322,-111.508796681007,464100,5621200,,,,670.089660644531,Contact 155,662.1328,7.95686064453105,,,,,Y,,,Axestemys foveatus incomplete carapace,,1999,N,,,
V039,Q,,50.7405819586248,-111.507369762023,464200,5621100,,,,675.69580078125,Contact 155,662.1328,13.56300078125,,,,,Y,,,Axestemys foveatus incomplete carapace,,1999,N,,,
V040,Q,,50.7635807741328,-111.370078918731,473900,5623600,,,,720.630798339844,Contact 033,655.827026367188,64.803771972656,,,,,Y,,,Axestemys splendida skull,,1999,N,,,
V041,Q,,50.7414360563959,-111.517654179474,463475,5621200,,,,671.940856933594,Contact 233,667.058166503906,4.88269042968796,,,,,Y,,,Boremys carapace - incomplete,,1999,N,,,
V042,Q,,50.7599564009772,-111.378557260383,473300,5623200,,,,711.803833007812,Contact 033,655.827026367188,55.9768066406241,,,,,Y,,,Axestemys foveatus carapace in situ,,1999,N,,,
V043,Q,,50.7388472374303,-111.49247053733,465250,5620900,,,,694.940856933594,Contact 201,670.5576,24.383256933594,,,,,Y,,,Boremys carapace and plastron,,1999,N,,,
V044,Q,,50.7353380297853,-111.471177507646,466750,5620500,,,,739.172119140625,Contact 071,654.839294433594,84.332824707031,,,,,Y,,,Plesiobaena carapace and plastron,,1999,N,,,
V045,Q,,50.7595788070146,-111.522816664718,463125,5623220,,,,655.049987792969,Contact 119,659.489929199219,-4.43994140625,,,,,Y,,,Boremys carapace and plastron,,1999,N,,,
V046,Q,,50.7322283186368,-111.563959135001,460200,5620200,,,,680.450561523438,Contact 190,668.9937,11.456861523438,,,,,Y,,,Boremys carapace and plastron,,1999,N,,,
V047,Q,,50.744110101214,-111.522998719988,463100,5621500,,,,668.47705078125,Contact 237,667.186462402344,1.29058837890602,,,,,Y,,,Plesiobaena carapace and plastron in situ,,1999,N,,,
V048,Q,,50.8140558551962,-111.565653710095,460150,5629300,,,,697.828186035156,Contact 017,648.4369,49.391286035156,,,,,Y,,,Axestemys splendida incomplete skull,,1999,N,,,
V049,Q,,50.7389505797244,-111.491422899527,465324,5620911,,,,702.266845703125,Contact 201,670.5576,31.709245703125,,,,,Y,,,Plesiobaena plastron in situ,,2000,N,,,
V050,Q,,50.8165287494,-111.5803332535,459118,5629583,667.7,,,668.424072265625,Contact 017,648.4369,19.987172265625,,,,,Y,,BB048,Chirostenotes mandible,B. Spencer, P. J. Currie,2001-07-05,N,,
V051,Q,,50.8173273055375,-111.582500891588,458966,5629673,,,,667.552673339844,Contact 017,648.4369,19.1157733398439,,,,,Y,,,Axestemys foveatus carapace in situ,D. Tanke,2001,N,,,
V052,Q,,50.7621234973291,-111.378617281949,473297,5623441,,,,718.561462402344,Contact 033,655.827026367188,62.734436035156,,,,,Y,,,Axestemys sp partial skeleton,,2001,N,,,
V053,Q,,50.7612745432084,-111.424095449188,470089,5623364,,,,674.784912109375,Contact 127,660.0668,14.7181121093751,,,,,Y,,,Boremys carapace and plastron,,2001,N,,,
V054,Q,,50.6872735716387,-111.413461931074,470793,5615131,,,,NA,NA,NA,NA,,,,,N,,,Boremys carapace,,2001,N,,,
V055,Q,,50.7749104425783,-111.36480724543,474278,5624858,,,,641.763244628906,Contact 142,660.720092773438,-18.9568481445319,,,,,Y,,,Boremys skeleton - incomplete,,2002,N,,,
V056,Q,,50.814645509148,-111.579273690821,459191,5629373,,,,682.2333984375,Contact 017,648.4369,33.7964984375,,,,,Y,,,Boremys carapace and plastron,,2002,N,,,
V057,Q,,50.7339205648217,-111.521099769169,463226,5620366,,,,701.963928222656,Contact 203,672.62451171875,29.339416503906,,,,,Y,,,Basilemys carapace - incomplete,,2003,N,,,
V058,Q,,50.8127029954875,-111.590051498404,458430,5629163,,,,679.986938476562,Contact 017,648.4369,31.550038476562,,,,,Y,,,Plesiobaena partial skeleton,K. Kucher,2003,N,,,
V059,Q,,50.7597615023321,-111.434474375317,469356,5623200,,,,650.426940917969,Contact 147,661.4158,-10.988859082031,,,,,Y,,BB240,Boremys carapace - incomplete,Field Experience 2003,2003,N,,,
V060,Q,,50.7496691891258,-111.493788958763,465165,5622104,,,,668.049438476562,Contact 128,660.245727539062,7.8037109375,,,,,Y,,,Neurankylus partial skeleton,,2003,N,,,
V061,Q,,50.7383886124739,-111.49459148919,465100,5620850,,,,687.315490722656,Contact 201,670.5576,16.757890722656,,,,,Y,,,Plesiobaena carapace and plastron,,2003,N,,,
V062,Q,,50.7825848062379,-111.375066011752,473559,5625715,,,,716.861389160156,Contact 106,658.793518066406,58.06787109375,,,,,Y,,,Kimurachelys incomplete skeleton,,2003,N,,,
V063,Q,,50.7073088854135,-111.558306738688,460578,5617426,,,,NA,NA,NA,NA,,-6,,,Y,,,Axestemys foveatus carapace in situ,,2004,N,,,
V064,Q,,50.7263450001671,-111.573565346249,459517,5619551,,,,721.692016601562,NA,NA,NA,,,,,Y,,,Plesiobaena carapace and plastron,,2005,N,,,
V065,Q,,50.7250621635856,-111.561832948084,460344,5619402,,,,698.251525878906,Contact 190,668.9937,29.257825878906,,,,,Y,,,Champsosaurus skeleton - incomplete,,2005,N,,,
V066,Q,,50.7416876322853,-111.49279795682,465229,5621216,,,,689.961486816406,Contact 201,670.5576,19.403886816406,,,,,Y,,,Axestemys foveatus skull,,2005,N,,,
V067,Q,,50.8249740932939,-111.589098716545,458508,5630527,,,,684.605041503906,Contact 017,648.4369,36.168141503906,,,,,Y,,,Axestemys splendida plastron in situ,,2005,N,,,
V068,Q,,50.7393173495654,-111.544501013202,461579,5620978,,,,703.016418457031,Contact 164,663.340881347656,39.675537109375,,,,,Y,,,Boremys carapace,,2006,N,,,
V069,Q,,50.7431587825935,-111.559399089119,460531,5621413,,,,704.0205078125,Contact 141,661.349914550781,42.670593261719,,,,,Y,,,Axestemys foveatus carapace - incomplete,D. Tanke,2006,N,,,
V070,Q,,50.7667747767902,-111.378016709322,473342,5623958,,,,699.605773925781,Contact 033,655.827026367188,43.7787475585931,,,,,Y,,,Plesiobaena plastron in situ,,2006,N,,,
V071,Q,,50.7404091077072,-111.491027166176,465353,5621073,,,,704.675537109375,Contact 201,670.5576,34.117937109375,,,,,Y,,BB075,Adocus partial carapace and vertebra,D. Brinkman,2006,N,,,
V072,Q,,50.7613415029401,-111.378497542491,473305,5623354,,,,716.098937988281,Contact 033,655.827026367188,60.2719116210931,,,,,Y,,,Axestemys allani carapace,D. Brinkman,2006,N,,,
V073,Q,,50.7410684541548,-111.498828966548,464803,5621150,,,DPF,677.283447265625,Contact 201,670.5576,6.72584726562502,,,DPF1,Y,Y,Y,,Ankylosaurid cervical ring and osteoderm,,2007,N,,,
V074,Q,,50.7427415878491,-111.507067119481,464223,5621340,,,DPF,670.416076660156,Contact 225,671.8,-1.38392333984393,,,DPF1,Y,Y,Y,,Plesiobaena carapace,DPP Park staff,2007,N,,,
V075,Q,,50.8133717629741,-111.573154316197,459621,5629228,,,,692.369201660156,Contact 017,648.4369,43.932301660156,,,,,Y,,,Plesiobaena carapace and plastron,,2007,N,,,
V076,Q,,50.7389180191904,-111.513587424044,463760,5620918,,,DPF,682.119018554688,Contact 155,662.1328,19.986218554688,,,DPF2,Y,Y,Y,,Plesiobaena carapace and plastron,D. Tanke,2007,N,,,
V077,Q,,50.8136132310188,-111.573426967638,459602,5629255,693,,DPF,693.059997558594,Contact 017,648.4369,44.6230975585939,,,DPF5,Y,Y,Y,,Axestemys skull,A. Lindoe,2007,N,,,
V078,Q,,50.8124951454096,-111.634789047717,455278,5629166,,,,NA,Contact 021,649.226989746094,NA,,,,,Y,,,Boremys carapace and plastron,,2008,N,,,
V079,Q,,50.8153878165576,-111.58550031706,458753,5629459,,,,681.237731933594,Contact 017,648.4369,32.8008319335939,,,,,Y,,,Plesiobaena carapace,,2008,N,,,
V080,Q,,50.7660171474022,-111.410596364911,471044,5623886,655,,DPF,653.904663085938,Contact 162,662.910339355469,-9.00567626953102,,,,Y,Y,Y,,Plesiobaena carapace and plastron,M. Reichel,2008-06-13,N,,,
V081,Q,,50.774511591756,-111.401366929692,471700,5624827,,,DPF,700.629455566406,Contact 160,660.351806640625,40.277648925781,,,DPF5,N,Y,Y,,Ornithomimid articulated tibia and fibula,P. Bell,2008-06-16,N,,,
V082,Q,,50.8168846022444,-111.588287161547,458558,5629627,,,DPF,680.340209960938,Contact 017,648.4369,31.9033099609379,,,,Y,Y,Y,,Axestemys cf splendida skull,A. Lindoe,2008,N,,,
V083,Q,,50.673468816881,-111.50071616822,464619,5613634,,,,NA,NA,NA,NA,,,,,N,,,Axestemys foveatus carapace,,2009,N,,,
V084,Q,,50.6743553787018,-111.501588900098,464558,5613733,,,,NA,NA,NA,NA,,,,,N,,,Axestemys foveatus carapaces,,2009,N,,,
V085,Q,,50.8153434802475,-111.578160915012,459270,5629450,,,,665.927062988281,Contact 017,648.4369,17.490162988281,,,,,Y,,,Ornithomimid quadrate; phalanx; metatarsal,,2009,N,,,
V086,Q,,50.8123032953373,-111.643544251446,454661,5629150,,,DPF,NA,Contact 021,649.226989746094,NA,,,DPF4,N,Y,N,,Plesiobaena carapace,,2010,N,,,
V087,Q,,50.7417987013277,-111.481276659184,466042,5621223,,,,706.212097167969,Contact 223,663.111,43.101097167969,,,,,Y,,,Plesiobaena carapace,,2010,N,,,
V088,Q,,50.7270027558082,-111.558484092375,460582,5619616,,,,698.990966796875,Contact 190,668.9937,29.997266796875,,,,,Y,,,Axestemys sp. Incomplete skeleton,,2010,N,,,
V089,Q,,50.7635558107,-111.4273631348,469860,5623619,668.5,,DPF,673.6484375,Contact 127,660.0668,13.5816375000001,,,DPF1,Y,Y,Y,BB132,Troodontid braincase,S. Owen-Kagan,2010-05-24,N,,,
V090,Q,,50.7470910421351,-111.503641377767,464468,5621822,,,,682.658752441406,Contact 169,664.216674804688,18.4420776367181,,,,,Y,,,Boremys skeleton - incomplete,,2011,N,,,
V091,Q,,50.7529500277801,-111.476882990963,466360,5622461,,,Oldman,659.276489257812,Contact 218,665.7163,-6.439810742188,,,,,Y,,,Axestemys allani carapace ex situ,,2011,N,,,
